district,area,post_code,charge,,
Mymensingh,Koltapara (Gouripur Mymensingh),2270,150,,
Mymensingh,Haluaghat,2260,150,,
Mymensingh,Iswarganj,2280,150,,
Mymensingh,Kachari Ghat (Mymensingh),2200,150,,
Mymensingh,Muktagacha,2210,150,,
Mymensingh,Nandail,2290,150,,
Mymensingh,Trishal,2220,150,,
Norshingdi,Belabo,1640,150,,
Norshingdi,Monohardi,1650,150,,
Norshingdi,Velanogor (Narsingdi),1600,150,,
Norshingdi,Palash,1610,150,,
Norshingdi,Raipura (Bhairab),1630,150,,
Norshingdi,Shibpur,1620,150,,
Netrokona,Atpara (Netrokona),2470,150,,
Netrokona,Barhatta (Netrokona),2440,150,,
Netrokona,Durgapur (Netrokona),3848,150,,
Netrokona,Kalmakanda( Netrokona),2430,150,,
Netrokona,Kendua( Netrokona),2480,150,,
Netrokona,Khaliajuri (Madan),2460,150,,
Netrokona,Madan (Netrokona),2490,150,,
Netrokona,Mohangonj (Netrokona),2446,150,,
Netrokona,Netrokona Sadar,2400,150,,
Netrokona,Purbadhala (Netrokona),2410,150,,
Rajbari,Baliakandi,7730,150,,
Rajbari,Goalunda,7710,150,,
Rajbari,Pangsha,7720,150,,
Rajbari,Rajbari Sadar,7700,150,,
Rajbari,Kalukhali,7720,150,,
Shariatpur,Bhedarganj,8030,150,,
Shariatpur,Damudiya,8040,150,,
Shariatpur,Gosairhat,8050,150,,
Shariatpur,Zajira,8010,150,,
Shariatpur,Naria,8020,150,,
Shariatpur,Shariatpur Sadar,8000,150,,
Sherpur,Kakarkandi Nalitabari (Sherpur),2120,150,,
Sherpur,Ganapaddi Nakla (Sherpur),2150,150,,
Sherpur,Chandrakona Nakla (Sherpur),2110,150,,
Sherpur,Kamarer Char (Sheprur Sadar),2100,150,,
Sherpur,Kakilakura Sribardi (Sherpur),2130,150,,
Tangail,Bashail,1920,150,,
Tangail,Bhuapur,1960,150,,
Tangail,Delduar,1910,150,,
Tangail,Ghatail(Modhupur),1980,150,,
Tangail,Gopalpur (Tangail),1990,150,,
Tangail,Kalihati,1970,150,,
Tangail,Mirzapur,1940,150,,
Tangail,Modhupur (Mymensingh),1996,150,,
Tangail,Nagarpur,1936,150,,
Tangail,Shakhipur,1950,150,,
Tangail,Tangail Sadar,1900,150,,
Tangail,Dhanbari(Modhupur),1997,150,,
Bagerhat,Bagerhat Sadar,9300,150,,
Bagerhat,Chitalmari,9360,150,,
Bagerhat,Fakirhat (Bagerhat),9370,150,,
Bagerhat,Kachua(Bagerhat),3630,150,,
Bagerhat,Mollarhat,9380,150,,
Bagerhat,Mongla,9351,150,,
Bagerhat,Morelganj,9320,150,,
Bagerhat,Rampal,9340,150,,
Bagerhat,Sarankhola,9311,150,,
Chuadanga,Alamdanga,7210,150,,
Chuadanga,Chuadanga Sadar,7200,150,,
Chuadanga,Damurhuda,7220,150,,
Chuadanga,Jibannagar,7200,150,,
Jessore,Noapara (Jessore),7462,150,,
Jessore,Bagherpara,7470,150,,
Jessore,Chowgacha,7410,150,,
Jessore,Jessore Sadar,7400,150,,
Jessore,Jhikargacha,7420,150,,
Jessore,Keshabpur,7450,150,,
Jessore,Manirampur,7440,150,,
Jessore,Sharsha,7430,150,,
Jhenaidah,Kotchandpur,7330,150,,
Jhenaidah,Harinakunda,7310,150,,
Jhenaidah,Jhenaidah Sadar,7300,150,,
Jhenaidah,Kaliganj(Jhenaidah),7300,150,,
Jhenaidah,Moheshpur,7340,150,,
Jhenaidah,Shailkupa,7320,150,,
Khulna,Batiaghata,9260,150,,
Khulna,Dacope,9271,150,,
Khulna,Dighalia,9220,150,,
Khulna,Dumuria,9250,150,,
Khulna,Phultala,9210,150,,
Khulna,Koira,,150,,
Khulna,Paikgacha,9280,150,,
Khulna,Rupsa,9241,150,,
Khulna,Khalispur,9000,150,,
Khulna,Sonadanga,9100,150,,
Khulna,Khan jahan ali ,9222,150,,
Khulna,Doulatpur,9202,150,,
Khulna,Terokhada,9230,150,,
Kushtia,Bheramara,7040,150,,
Kushtia,Daulatpur (Kushtia),7050,150,,
Kushtia,Khoksha,7021,150,,
Kushtia,Kumarkhali,7010,150,,
Kushtia,Kushtia Sadar,7000,150,,
Kushtia,Mirpur (Kushtia),7030,150,,
Magura,Magura Sadar,7600,150,,
Magura,Mohammadpur (Magura),7630,150,,
Magura,Shalikha,,150,,
Magura,Sreepur (Magura),7610,150,,
Meherpur,Gangni,7110,150,,
Meherpur,Meherpur Sadar,7100,150,,
Meherpur,Mujibnagar,7102,150,,
Narail,Kalia,7520,150,,
Narail,Lohagara(Narail),7511,150,,
Narail,Narail Sadar,7500,150,,
Satkhira,Assasuni,9460,150,,
Satkhira,Debhata,9430,150,,
Satkhira,Kaliganj(Shyamnagar),9440,150,,
Satkhira,Kolaroa,9410,150,,
Satkhira,Satkhira Sadar,9400,150,,
Satkhira,Shyamnagar,9450,150,,
Satkhira,Tala,9420,150,,
Bogra,Adamdighi (Bogra),5890,150,,
Bogra,Bogra Sadar,5800,150,,
Bogra,Dhunat (Bogra),5850,150,,
Bogra,Dupchanchia (Bogra),5880,150,,
Bogra,Gabtali (Bogra),5820,150,,
Bogra,Kahaloo,5870,150,,
Bogra,Nandigram,5860,150,,
Bogra,Sariakandi,5830,150,,
Bogra,Sherpur (Bogra),5840,150,,
Bogra,Shibganj ( Bogra ),2231,150,,
Bogra,Sonatola,5826,150,,
Bogra,Shajahanpur (Bogura),5800,150,,
Chapai Nawabganj,Bholahat,6330,150,,
Chapai Nawabganj,Gomastapur,6321,150,,
Chapai Nawabganj,Nachole,6310,150,,
Chapai Nawabganj,Nawabganj Sadar (Chapai),6300,150,,
Chapai Nawabganj,Shibganj (Chapai Nawabganj),6340,150,,
Joypurhat,Akkelpur,5940,150,,
Joypurhat,Joypurhat Sadar,5900,150,,
Joypurhat,Kalai Upazila(Joypurhat),5930,150,,
Joypurhat,Khetlal,5920,150,,
Joypurhat,Panchbibi,5910,150,,
Naogaon,Atrai,,150,,
Naogaon,Badalgachi,6570,150,,
Naogaon,Dhamoirhat,6580,150,,
Naogaon,Proshadpur  (Manda Naogaon),6511,150,,
Naogaon,Mahadebpur,6530,150,,
Naogaon,Moktir More (Naogaon),6500,150,,
Naogaon,Niamatpur (Naogaon),6520,150,,
Naogaon,Nazipur (Patnitala),6540,150,,
Naogaon,Porsha (Naogaon),6551,150,,
Naogaon,Raninagar,6590,150,,
Naogaon,Shapahar,6560,150,,
Natore,Baghatipara,6433,150,,
Natore,Baraigram,6432,150,,
Natore,Gurudaspur,6440,150,,
Natore,Lalpur,6421,150,,
Natore,Natore Sadar,6400,150,,
Natore,Singra (Natore),6450,150,,
Pabna,Atgharia (Pabna),,150,,
Pabna,Bera (Pabna),6680,150,,
Pabna,Bhangura (Pabna),6640,150,,
Pabna,Chatmohar (Pabna),6630,150,,
Pabna,Faridpur ( Pabna ),6650,150,,
Pabna,Iswardi,6620,150,,
Pabna,Pabna Sador,6600,150,,
Pabna,Santhia (Pabna),6670,150,,
Pabna,Sujanagar (Pabna),6660,150,,
Rajshahi,Bagha,6281,150,,
Rajshahi,Bagmara (Rajshahi),6250,150,,
Rajshahi,Charghat,6270,150,,
Rajshahi,Durgapur(Rajshahi),6240,150,,
Rajshahi,Godagari,6290,150,,
Rajshahi,Mohanpur (Rajshahi),6220,150,,
Rajshahi,Paba,6213,150,,
Rajshahi,Putia,6260,150,,
Rajshahi,Tanore,6230,150,,
Rajshahi,Sadar,6000,150,,
Sirajganj,Belkuchi,6740,150,,
Sirajganj,Chowhali,6770,150,,
Sirajganj,Kamarkhanda,6700,150,,
Sirajganj,Kazipur,6710,150,,
Sirajganj,Raiganj,6700,150,,
Sirajganj,Shahajadpur (Sirajganj),6770,150,,
Sirajganj,Sirajganj Sadar,6700,150,,
Sirajganj,Tarash Sirajgonj,6780,150,,
Sirajganj,Ullapara Sirajgonj,6760,150,,
Habiganj,Ajmeriganj (Habiganj),3360,150,,
Habiganj,Bahubal (Shayestaganj),3310,150,,
Habiganj,Baniachong (Habiganj),3350,150,,
Habiganj,Chunarughat (Habiganj),3320,150,,
Habiganj,Habiganj Sadar,3300,150,,
Habiganj,Lakhai (Habiganj),3341,150,,
Habiganj,Madhabpur (Habiganj),3330,150,,
Habiganj,Nabiganj (Habiganj),3370,150,,
Moulvibazar,Candgram (Barlekha),3250,150,,
Moulvibazar,Kamalganj Upazila,3220,150,,
Moulvibazar,Kulaura,3230,150,,
Moulvibazar,Kusumbag Moulvibazar,3200,150,,
Moulvibazar,Rajnagar,3240,150,,
Moulvibazar,Sreemangal Sadar,3210,150,,
Moulvibazar,Juri Upazila (Barlekha-Sylhet),3251,150,,
Sunamganj,Biswambharpur (Sunamganj),3010,150,,
Sunamganj,Chattak,3080,150,,
Sunamganj,Derai (Sunamganj),3040,150,,
Sunamganj,Dharmapasha (Netrokona),3000,150,,
Sunamganj,Dowarabazar (Chattak-Sylhet),3070,150,,
Sunamganj,Jagannathpur,3060,150,,
Sunamganj,Jamalganj ( Sunamganj),3000,150,,
Sunamganj,Sulla (Sunamganj),,150,,
Sunamganj,Traffic Point (Sunamganj Sadar),3000,150,,
Sunamganj,Tahirpur-Sunamganj,3030,150,,
Sunamganj,South Sunamganj,3060,150,,
Sylhet,Balaganj Upazila(Sylhet),3120,150,,
Sylhet,Beanibazar,3170,150,,
Sylhet,Bishwanath Upazila(Sylhet),3130,150,,
Sylhet,Companyganj (Sylhet),3542,150,,
Sylhet,Fenchuganj (Sylhet),3116,150,,
Sylhet,Gowainghat (Jaflong),3150,150,,
Sylhet,Golapganj (Sylhet),3160,150,,
Sylhet,Jaintapur ( Jaflong),3156,150,,
Sylhet,Moiyakhali (Zakiganj),3190,150,,
Sylhet,Kanaighat ( Jaflong),3180,150,,
Sylhet,Amberkhana (Sylhet),3100,150,,
Sylhet,South Surma (Sylhet),3100,150,,
Barguna,Amtali(Kolapara),8710,150,,
Barguna,Bamna,8730,150,,
Barguna,DKP Road (Barguna),8700,150,,
Barguna,Betagi,8740,150,,
Barguna,Patharghata (Mathbaria),8720,150,,
Barisal,Agailjhara (Gournadi),8240,150,,
Barisal,Babuganj (Barishal),8210,150,,
Barisal,Bakerganj (Barishal),8281,150,,
Barisal,Banaripara (Barishal),8530,150,,
Barisal,Ruptoli Housing (Barishal),8200,150,,
Barisal,Gournadi Bondor (Gournadi),8230,150,,
Barisal,Hijla Upazila (Barisal),,150,,
Barisal,Mehendiganj,8270,150,,
Barisal,Muladi,8250,150,,
Barisal,Wazirpur Upazila(Barisal),8220,150,,
Bhola,Bhola Sadar (Bhola),8300,150,,
Bhola,Borhanuddin (Bhola),8320,150,,
Bhola,Charfession (Charfession),8340,150,,
Bhola,Daulatkhan (Bhola),8310,150,,
Bhola,Lalmohan(Bhola),8330,150,,
Bhola,Manpura(Bhola),8360,150,,
Bhola,Tajumuddin(Bhola),,150,,
Jhalokathi,Jhalokathi Sadar,8400,150,,
Jhalokathi,Kathalia,8430,150,,
Jhalokathi,Nalchiti,8420,150,,
Jhalokathi,Rajapur (Jhalokathi),8410,150,,
Patuakhali,Bauphal(Dashmina),8620,150,,
Patuakhali,Dashmina,8630,150,,
Patuakhali,Dumki,8602,150,,
Patuakhali,Galachipa(Dashmina),8640,150,,
Patuakhali,Kalapara (Kolapara),,150,,
Patuakhali,Mirjaganj,,150,,
Patuakhali,Patuakhali Sadar,8600,150,,
Perojpur,Bhandaria,8550,150,,
Perojpur,Kaukhali (Pirojpur),8510,150,,
Perojpur,Mothbaria,8560,150,,
Perojpur,Nesarabad (Shawrupkathi),8520,150,,
Perojpur,Nazirpur(Pirojpur),8540,150,,
Perojpur,Pirojpur Sadar,8500,150,,
Perojpur,Zia Nagar (Indurkani),8502,150,,
Bandarban,Ali Kadam (Bandarban),4650,150,,
Bandarban,Bandarban Sadar,4600,150,,
Bandarban,Lama (Bandarban),4641,150,,
Bandarban,Nakhoyngchari (Bandarban),4660,150,,
Bandarban,Rowangchhari (Bandarban),4610,150,,
Bandarban,Ruma (Bandarban),4620,150,,
Bandarban,Thanchi (Bandarban),4630,150,,
Brahmanbaria,Akhaura (Brahmanbaria),3450,150,,
Brahmanbaria,Ashuganj (Bhairab),3402,150,,
Brahmanbaria,Bancharampur (Nabinagar),3420,150,,
Brahmanbaria,Paikpara (Brahmanbaria Sadar),3400,150,,
Brahmanbaria,Kosba (Brahmanbaria),3460,150,,
Brahmanbaria,Nabinagar (Nabinagar Hub),3410,150,,
Brahmanbaria,Nasirnagar (Brahmanbaria),3440,150,,
Brahmanbaria,Sarail (Bhairab Hub),3430,150,,
Chandpur,Chandpur Sadar,3600,150,,
Chandpur,Faridganj,3650,150,,
Chandpur,Haimchar,3660,150,,
Chandpur,Hajiganj (Chandpur),3610,150,,
Chandpur,Kachua(Chandpur),3630,150,,
Chandpur,Matlab (South),3640,150,,
Chandpur,Matlab (North)(Chengarchar),3643,150,,
Chandpur,Shahrasti,3620,150,,
Chittagong,Anwara (Patiya),4376,150,,
Chittagong,Bashkhali (Satkania),4393,150,,
Chittagong,Boalkhali (Patiya),4366,150,,
Chittagong,Chandanaish (Satkania),4383,150,,
Chittagong,Fatikchari,4350,150,,
Chittagong,Hathazari,4330,150,,
Chittagong,Lohagara (Satkania),4396,150,,
Chittagong,Mirsarai (Chittagong),4320,150,,
Chittagong,Patiya (Chittagong),4370,150,,
Chittagong,Rangunia (Chittagong),4360,150,,
Chittagong,Raojan (Chittagong),4340,150,,
Chittagong,Sandwip (Guptachara),4300,150,,
Chittagong,Satkania,4386,150,,
Chittagong,Sitakundu (Chittagong),4310,150,,
Comilla,Barura - Comilla ,3560,150,,
Comilla,Brahmanpara - Comilla,3526,150,,
Comilla,Burichang - Comilla,3520,150,,
Comilla,Chandina - Comilla,3510,150,,
Comilla,Chowddagram (Comilla,3550,150,,
Comilla,Comilla Sadar - Comilla,3500,150,,
Comilla,Daudkandi,3516,150,,
Comilla,Nimshar-Comilla,3530,150,,
Comilla,Homna,3546,150,,
Comilla,Laksam,3570,150,,
Comilla,Meghna (Comilla),3515,150,,
Comilla,Muradnagar - Comilla,3540,150,,
Comilla,Nangolkot,3580,150,,
Comilla,Titas ( Comilla ),3500,150,,
Comilla,Monoharganj,3500,150,,
Comilla,Comilla Sadar South - Comilla,3500,150,,
Cox's Bazar,Chakoria (Cox's Bazar)),4720,150,,
Cox's Bazar,Kolatoli (Coxs Bazar),4700,150,,
Cox's Bazar,Kutubdia(Cox's Bazar),4720,150,,
Cox's Bazar,Moheshkhali(Cox's Bazar),4720,150,,
Cox's Bazar,Pekua (Cox's Bazar),4720,150,,
Cox's Bazar,Ramu (Coxs Bazar),4730,150,,
Cox's Bazar,Teknaf,4760,150,,
Cox's Bazar,Ukhia (Coxs Bazar),4750,150,,
Feni,Chagalnayya (Feni),3910,150,,
Feni,Daganbhuiyan (Feni),3920,150,,
Feni,Feni Sadar,3900,150,,
Feni,Parshuram (Feni),3940,150,,
Feni,Fulgazi (Feni),3942,150,,
Feni,Sonagazi (Feni),3930,150,,
Khagrachari,Dighinala (Khagrachari),4420,150,,
Khagrachari,Khagrachari Sadar,4400,150,,
Khagrachari,Laksmichari (Khagrachari),4470,150,,
Khagrachari,Mohalchari (Khagrachari),4430,150,,
Khagrachari,Manikchari (Khagrachari),4460,150,,
Khagrachari,Matiranga (Khagrachari),4450,150,,
Khagrachari,Panchari (Khagrachari),4410,150,,
Khagrachari,Ramgor,4440,150,,
Laksmipur,Laksmipur Sadar,3700,150,,
Laksmipur,Ramgati,3732,150,,
Laksmipur,Ramganj,3720,150,,
Laksmipur,Raipur (Lakshmipur),3710,150,,
Laksmipur,Kamalnagar,,150,,
Noakhali,Begumganj,3820,150,,
Noakhali,Chatkhil,3870,150,,
Noakhali,Companiganj (Noakhali),3850,150,,
Noakhali,Hatiya (Noakhali),3890,150,,
Noakhali,Maijdee (Noakhali),3800,150,,
Noakhali,Senbag,3860,150,,
Noakhali,Sonaimuri,3827,150,,
Noakhali,Subarnachar (Noakhali),,150,,
Noakhali,Kabir Hat (Noakhali),3807,150,,
Rangamati,Baghaichari,,150,,
Rangamati,Barkal (Rangamati),4570,150,,
Rangamati,Belaichari (Rangamati),4550,150,,
Rangamati,Jurachari (Rangamati),4560,150,,
Rangamati,Kaptai,4530,150,,
Rangamati,Kawkhali (Rangamati),4511,150,,
Rangamati,Langadu (Rangamati),4580,150,,
Rangamati,Naniarchar (Rangamati),4520,150,,
Rangamati,Rajasthali (Rangamati),4540,150,,
Rangamati,Rangamati Sadar,4500,150,,
Dinajpur,Birampur ( Birampur Hub Dinajpur),5266,150,,
Dinajpur,Birganj ( Dinajpur Hub ),5220,150,,
Dinajpur,Birol ( Dinajpur Hub ),5210,150,,
Dinajpur,Bochaganj,5216,150,,
Dinajpur,Chirirbandar,5240,150,,
Dinajpur,Baluadanga (Dinajpur),5200,150,,
Dinajpur,Phulbari (Birampur Hub Dinajpur),5260,150,,
Dinajpur,Ghoraghat ( Birampur Hub Dinajpur),5291,150,,
Dinajpur,Hakimpur ( Birampur Hub Dinajpur),5266,150,,
Dinajpur,Kaharole,,150,,
Dinajpur,Khanshama,5230,150,,
Dinajpur,Nawabganj ( Birampur Hub Dinajpur),5280,150,,
Dinajpur,Parbatipur,5250,150,,
Gaibandha,Fulchari,5760,150,,
Gaibandha,Gaibandha Sadar,5700,150,,
Gaibandha,Gobindaganj ( Gaibandha ),5740,150,,
Gaibandha,Palashbari,5730,150,,
Gaibandha,Sadullapur,5710,150,,
Gaibandha,Shaghatta,5751,150,,
Gaibandha,Sundarganj,5720,150,,
Kurigram,Bhurungamari,5670,150,,
Kurigram,Chilmary,5630,150,,
Kurigram,Fulbari (Kurigram),5680,150,,
Kurigram,Kurigram Sadar,5600,150,,
Kurigram,Nageswari,5660,150,,
Kurigram,Rajarhat,5610,150,,
Kurigram,Rajibpur (Mymensingh),5650,150,,
Kurigram,Rowmari,5640,150,,
Kurigram,Ulipur,5620,150,,
Lalmonirhat,Aditmari,5510,150,,
Lalmonirhat,Hatibandha (Lalmonirhat),5530,150,,
Lalmonirhat,Kaliganj(Lalmonirhat),,150,,
Lalmonirhat,Lalmonirhat Sadar,5500,150,,
Lalmonirhat,Patgram,5540,150,,
Nilphamari,Dimla,5350,150,,
Nilphamari,Domar,5340,150,,
Nilphamari,Jaldhaka,5330,150,,
Nilphamari,Kishoreganj ( Nilphamari),5320,150,,
Nilphamari,Nilphamari Sadar,5300,150,,
Nilphamari,Saidpur ( Saidpur Hub Nilphamari),5310,150,,
Panchagarh,Atwari (Panchagarh),,150,,
Panchagarh,Boda,5010,150,,
Panchagarh,Debiganj,5020,150,,
Panchagarh,Panchagarh Sadar,5000,150,,
Panchagarh,Tetulia,5030,150,,
Rangpur,Badarganj,5430,150,,
Rangpur,Gangachara,5410,150,,
Rangpur,Kaunia (Rangpur),5440,150,,
Rangpur,Mithapukur,5460,150,,
Rangpur,Pirgacha,5450,150,,
Rangpur,Pirganj(Rangpur),5400,150,,
Rangpur,Rangpur Sadar,5400,150,,
Rangpur,Taraganj,5420,150,,
Thakurgaon,Baliadangi,5140,150,,
Thakurgaon,Haripur,5130,150,,
Thakurgaon,Pirganj(Thakurgaon),5110,150,,
Thakurgaon,Ranishankail,5120,150,,
Thakurgaon,Thakurgaon Sadar,5100,150,,
Khulna,Khulna Sadar,9100,150,,
Rajshahi,Rajshahi Shadar,6201,150,,
Chapai Nawabganj,Chapai Nawabganj Sadar,6300,150,,
Jessore,Benapole,7431,150,,
Bandarban,soho area,,150,,
Thakurgaon,Shibganj (Thakurgaon Sadar),5102,150,,
Chittagong,Khulshi (Chittagong),4217,150,,
Chittagong,Barahatia,4217,150,,
Chittagong,Karnaphuli (Chittagong),4371,150,,
Chittagong,New Market (Chittagong),,150,,
Chittagong,Agrabad,,150,,
Chittagong,AK Khan (Chittagong),,150,,
Chittagong,Al- Amin Baria Madra,,150,,
Chittagong,Chawkbazar (Chittagong),,150,,
Chittagong,Amin Jute Mills (Chittagong),,150,,
Chittagong,Anandabazar (Chittagong)),,150,,
Chittagong,Anawara Battali,,150,,
Chittagong,Anawara Paroikora,,150,,
Chittagong,Bayezid Bostami (Chittagong),,150,,
Chittagong,Boalkhali Upazila (Chittagong),,150,,
Chittagong,Boalkhali (Chittagong),,150,,
Chittagong,Kadurkhal (Boalkhali-CTG),,150,,
Chittagong,Kanungopara (Boalkhali Upazila-ctg),,150,,
Chittagong,Boalkhali Sadar(ctg),,150,,
Chittagong,Sakpura (Boalkhali Upazila-ctg),,150,,
Chittagong,Saroatoli (Boalkhali Upazila-ctg),,150,,
Chittagong,Faujdarhat Cadet College (Chittagong),,150,,
Chittagong,Chandgaon (Chittagong),,150,,
Chittagong,Chattogram Airport,,150,,
Chittagong,Seaport of Chittagong,,150,,
Chittagong,Chittagong Cantonment,,150,,
Chittagong,Chawkbazar (Chittagong),,150,,
Chittagong,Chittagong Customs,,150,,
Chittagong,Chattogram GPO,,150,,
Chittagong,Chattogram New Market,,150,,
Chittagong,Oxygen (Chittagong),,150,,
Chittagong,Chattogram Politechnic Institute,,150,,
Chittagong,Chattogram Sailors Colony,,150,,
Chittagong,Colonel Hat (Chittagong),,150,,
Chittagong,Combined Military Hospital (CMH) (Chittagong),,150,,
Chittagong,Chittagong Court Buliding,,150,,
Chittagong,Dakkhin Ghatchak,,150,,
Chittagong,Halishahar (Chittagong),,150,,
Chittagong,Double Mooring (Chittagong),,150,,
Chittagong,East Joara Barma (Chandanaish),,150,,
Chittagong,East Joara Dohazari,,150,,
Chittagong,East Joara East Joara (Dohazari),,150,,
Chittagong,East Joara Gachbaria (Chandanaish),,150,,
Chittagong,Export Processing Zone (Chittagong EPZ),,150,,
Chittagong,Fakirkill,,150,,
Chittagong,Fatikchhari Bhandar Sharif,,150,,
Chittagong,Fatikchhari Harualchhari,,150,,
Chittagong,Fatikchhari Najirhat,,150,,
Chittagong,Fatikchhari Nanupur,,150,,
Chittagong,Fatikchhari Narayanhat,,150,,
Chittagong,Firozshah (Chittagong),,150,,
Chittagong,GEC Circle (Chittagong),,150,,
Chittagong,Halishahar (Chittagong),,150,,
Chittagong,Halishshar (Chittagong),,150,,
Chittagong,Chittagong University,,150,,
Chittagong,Hathazari Fatahabad,,150,,
Chittagong,Hathazari Gorduara,,150,,
Chittagong,Hathazari Katirhat,,150,,
Chittagong,Hathazari Madrasa,,150,,
Chittagong,Hathazari Mirzapur,,150,,
Chittagong,Hathazari Nuralibari,,150,,
Chittagong,Hathazari Yunus Nagar,,150,,
Sylhet,Jalalabad (Sylhet),,150,,
Chittagong,Jaldi Banigram (Bashkhali),,150,,
Chittagong,Jaldi Gunagari (Bashkhali),,150,,
Chittagong,Jaldi Khan Bahadur (Bashkhali),,150,,
Chittagong,Jaldi Sadar (Bashkhali),,150,,
Chittagong,Jaldia Marine Academy (Patiya),,150,,
Chittagong,Jaldia Merine Accademy(Ctg),,150,,
Chittagong,Kadeer Nagar,,150,,
Chittagong,Kaptai Chandraghona,,150,,
Rangamati,Kaptai Kaptai Project,,150,,
Rangamati,Kaptai Nuton Bazar,,150,,
Rangamati,Kaptai Sadar,,150,,
Chittagong,Kattoli, Chittagong,No,1%,
Chittagong,Khulshi, Chittagong,No,1%,
Chittagong,Lohagara Chunti,,150,,
Chittagong,Lohagara Padua,,150,,
Chittagong,Middle Patenga,,150,,
Chittagong,Mirsharai Abutorab,,150,,
Chittagong,Mirsharai Azampur,,150,,
Chittagong,Mirsharai Bharawazhat,,150,,
Chittagong,Mirsharai Darrogahat,,150,,
Chittagong,Mirsharai Joarganj,,150,,
Chittagong,Mirsharai Korerhat,,150,,
Chittagong,Mirsharai Mohazanhat,,150,,
Chittagong,Mohora, Chittagong,No,1%,
Chittagong,Muradnagar - Hathazari,,150,,
Chittagong,Nasirabad, Chittagong,No,1%,
Chittagong,North Halishahar, Chittagong,No,1%,
Chittagong,North Kattali, Chittagong,No,1%,
Chittagong,North Katuli, Chittagong,No,1%,
Chittagong,Noyabazar, Chittagong,No,1%,
Chittagong,Halishahar, Chittagong,No,1%,
Chittagong,Panchlaish, Chittagong,No,1%,
Chittagong,Patenga, Chittagong,No,1%,
Chittagong,Patiya Budhpara,,150,,
Chittagong,Patiya Sadar, Chittagong,No,1%,
Chittagong,Rampur, Chittagong,No,1%,
Chittagong,Rampura TSO,,150,,
Chittagong,Rangunia Dhamair,,150,,
Chittagong,Rangunia Sadar,,150,,
Chittagong,Ranir Hat,,150,,
Chittagong,Raozan B.I.T Post Office,,150,,
Chittagong,Raozan Beenajuri,,150,,
Chittagong,Raozan Dewanpur,,150,,
Chittagong,Raozan Fatepur,,150,,
Chittagong,Raozan Guzra Noapara,,150,,
Chittagong,Raozan jagannath Hat,,150,,
Chittagong,Raozan Kundeshwari,,150,,
Chittagong,Raozan Mohamuni,,150,,
Chittagong,Raozan Pouroshobha,,150,,
Chittagong,Rauzan Gahira,,150,,
Chittagong,Sadarghat (Chittagong),,150,,
Chittagong,Sandwip Shiberhat,,150,,
Chittagong,Sandwip Urirchar,,150,,
Chittagong,Satkania Baitul Ijjat,,150,,
Chittagong,Satkania Bazalia,,150,,
Chittagong,Sayad Bari,,150,,
Chittagong,Sitakunda Barabkunda,,150,,
Chittagong,Sitakunda Baroidhala,,150,,
Chittagong,Sitakunda Bawashbaria,,150,,
Chittagong,Sitakunda Bhatiari,,150,,
Chittagong,Sitakunda Fouzdarhat,,150,,
Chittagong,Sitakunda Jafrabad,,150,,
Chittagong,Sitakunda Kumira,,150,,
Chittagong,South Halishahar, Chittagong,No,1%,
Chittagong,Uttar Gatchak,,150,,
Chittagong,Wazedia, Chittagong,No,1%,
Comilla,Gouripur (Comilla),,150,,
Dinajpur,College mor (Dinajpur),,150,,
Dinajpur,Boromath (Dinajpur),,150,,
Dinajpur,Pulhat,,150,,
Dinajpur,Newtown (Dinajpur),,150,,
Dinajpur,Lilir mor,,150,,
Dinajpur,Modern mor (Dinajpur),,150,,
Sunamganj,Old bustand (Sunamganj Sadar),,150,,
Sunamganj,Kazirpoint (Sunamganj Sadar),,150,,
Sunamganj,Hason Nagar ( Sunamganj Sadar),,150,,
Sunamganj,Moddho Bazar (Sunamganj Sadar),,150,,
Sunamganj,Wazkhali (Sunamganj Sadar),,150,,
Sylhet,Zindabazar(Sylhet),,150,,
Sylhet,Pathantula(Sylhet),,150,,
Sylhet,Subidbazar(Sylhet),,150,,
Sylhet,Akhalia(Sylhet),,150,,
Sylhet,Tilaghor(Sylhet),,150,,
Sylhet,Shibganj(sylhet),,150,,
Sylhet,Uposhohor(Sylhet),,150,,
Sylhet,Kodomtoli (Sylhet),,150,,
Sylhet,Sheikhghat (Sylhet),,150,,
Sylhet,Majortila(Sylhet),,150,,
Sylhet,Subhanighat(Sylhet),,150,,
Norshingdi,Madhabdi (Narsingdi),,150,,
Norshingdi,Babur Haat (Narsingdi),,150,,
Norshingdi,Pachdona More (Narsingdi),,150,,
Norshingdi,Shaheprotab More (Narsingdi),,150,,
Norshingdi,West Brammondi (Narsingdi),,150,,
Norshingdi,East Brammondi (Narsingdi),,150,,
Norshingdi,Songita Bazar (Narsingdi),,150,,
Norshingdi,Shatirpara (Narsingdi),,150,,
Norshingdi,Hasnabad Bazar (Narsingdi),,150,,
Habiganj,Rajnogor (Habiganj,,150,,
Habiganj,Chowdhury Bazar (Habiganj),,150,,
Habiganj,Sultanmahmudpur(Habiganj),,150,,
Habiganj,Gatiabazar(Habiganj),,150,,
Habiganj,Mahmudabad(Habiganj),,150,,
Habiganj,Duliakal(Habiganj),,150,,
Habiganj,Mohonpur (Habiganj),,150,,
Brahmanbaria,Kawtoly (Brahmanbaria),,150,,
Brahmanbaria,T.A Road (Brahmanbaria),,150,,
