District,Area,Post Code,Charge(1kg),Charge(2kg),Charge(3kg),,
Dhaka,Sadek Khan Road(Mohammadpur),,69,84,99,,
Dhaka,Sher e Bangla Road(Mohammadpur),,69,84,99,,
Dhaka,Katasur(Mohammadpur),,69,84,99,,
Dhaka,Dhanmondi Staff Quarter,,69,84,99,,
Dhaka,Sector 16 (Uttara),,69,84,99,,
Dhaka,Sector 17 (Uttara),,69,84,99,,
Dhaka,Sector 18 (Uttara),,69,84,99,,
Dhaka,Arshinagar (Keraniganj),,69,84,99,,
Dhaka,Washpur(Keraniganj),,69,84,99,,
Dhaka,Garden City(Mohammadpur),,69,84,99,,
Dhaka,Boddhovumi(Mohammadpur),,69,84,99,,
Dhaka,Mirpur - 6(Mirpur),,69,84,99,,
Dhaka,Mirpur - 7(Mirpur),,69,84,99,,
Dhaka,Mirpur 11(Dhaka),,69,84,99,,
Dhaka,Mirpur  11.5 Bus Stand(Dhaka),,69,84,99,,
Dhaka,Mirpur 12(Dhaka),,69,84,99,,
Dhaka,Mirpur - 13(Mirpur),,69,84,99,,
Dhaka,Mirpur - 15(Mirpur),,69,84,99,,
Dhaka,Mirpur  14 (Dhaka),,69,84,99,,
Munshiganj,Mirkadim (Munshiganj),,69,84,99,,
Dhaka,Nikunja 2 (Dhaka),,69,84,99,,
Gazipur,Jalsukha -Baroipara (Kaliakoir),,69,84,99,,
Dhaka,Banani Block B,,69,84,99,,
Dhaka,Banani Block C,,69,84,99,,
Dhaka,Banani Block D,,69,84,99,,
Dhaka,Banani Block E,,69,84,99,,
Dhaka,Banani Block F,,69,84,99,,
Dhaka,Banani Block G,,69,84,99,,
Dhaka,Banani Block H,,69,84,99,,
Dhaka,Banani Block I,,69,84,99,,
Dhaka,Banani Block J,,69,84,99,,
Dhaka,Banani Block K,,69,84,99,,
Dhaka,Banani Block L,,69,84,99,,
Dhaka,Baridhara J block,,69,84,99,,
Dhaka,Baridhara K block,,69,84,99,,
Dhaka,Gulshan-1 Road-1,,69,84,99,,
Dhaka,Gulshan-1 Road-3,,69,84,99,,
Dhaka,Gulshan-1 Road-4,,69,84,99,,
Dhaka,Gulshan-1 Road-5,,69,84,99,,
Dhaka,Gulshan-1 Road-6,,69,84,99,,
Dhaka,Gulshan-1 Road-7,,69,84,99,,
Dhaka,Gulshan-1 Road-8,,69,84,99,,
Dhaka,Gulshan-1 Road-9,,69,84,99,,
Dhaka,Gulshan-1 Road-10,,69,84,99,,
Dhaka,Gulshan-1 Road-11,,69,84,99,,
Dhaka,Gulshan-1 Road-12,,69,84,99,,
Dhaka,Gulshan-1 Road-13,,69,84,99,,
Dhaka,Gulshan-1 Road-14,,69,84,99,,
Dhaka,Gulshan-1 Road-15,,69,84,99,,
Dhaka,Gulshan-1 Road-16,,69,84,99,,
Dhaka,Gulshan-1 Road-17,,69,84,99,,
Dhaka,Gulshan-1 Road-18,,69,84,99,,
Dhaka,Gulshan-1 Road-19,,69,84,99,,
Dhaka,Gulshan-1 Road-20,,69,84,99,,
Dhaka,Gulshan-1 Road-21,,69,84,99,,
Dhaka,Gulshan-1 Road-22,,69,84,99,,
Dhaka,Gulshan-1 Road-23,,69,84,99,,
Dhaka,Gulshan-1 Road-24,,69,84,99,,
Dhaka,Gulshan-1 Road-25,,69,84,99,,
Dhaka,Gulshan-1 Road-26,,69,84,99,,
Dhaka,Gulshan-1 Road-27,,69,84,99,,
Dhaka,Gulshan-1 Road-28,,69,84,99,,
Dhaka,Gulshan-1 Road-29,,69,84,99,,
Dhaka,Gulshan-1 Road-30,,69,84,99,,
Dhaka,Gulshan-1 Road-31,,69,84,99,,
Dhaka,Gulshan-1 Road-32,,69,84,99,,
Dhaka,Gulshan-1 Road-123,,69,84,99,,
Dhaka,Gulshan-1 Road-124,,69,84,99,,
Dhaka,Gulshan-1 Road-125,,69,84,99,,
Dhaka,Gulshan-1 Road-126,,69,84,99,,
Dhaka,Gulshan-1 Road-127,,69,84,99,,
Dhaka,Gulshan-1 Road-128,,69,84,99,,
Dhaka,Gulshan-1 Road-129,,69,84,99,,
Dhaka,Gulshan-1 Road-130,,69,84,99,,
Dhaka,Gulshan-1 Road-131,,69,84,99,,
Dhaka,Gulshan-1 Road-132,,69,84,99,,
Dhaka,Gulshan-1 Road-133,,69,84,99,,
Dhaka,Gulshan-1 Road-134,,69,84,99,,
Dhaka,Gulshan-1 Road-135,,69,84,99,,
Dhaka,Gulshan-1 Road-136,,69,84,99,,
Dhaka,Gulshan-1 Road-137,,69,84,99,,
Dhaka,Gulshan-1 Road-138,,69,84,99,,
Dhaka,Gulshan-1 Road-139,,69,84,99,,
Dhaka,Gulshan-1 Road-140,,69,84,99,,
Dhaka,Gulshan-1 Road-141,,69,84,99,,
Dhaka,Gulshan-1 Road-143,,69,84,99,,
Dhaka,Gulshan-1 Road-144,,69,84,99,,
Dhaka,DNCC Market (Gulshan 1),,69,84,99,,
Dhaka,Police plaza (Gulshan 1),,69,84,99,,
Dhaka,Gulshan-1 Road-142,,69,84,99,,
Dhaka,Gulshan-2 Road-33,,69,84,99,,
Dhaka,Gulshan-2 Road-34,,69,84,99,,
Dhaka,Gulshan-2 Road-35,,69,84,99,,
Dhaka,Gulshan-2 Road-36,,69,84,99,,
Dhaka,Gulshan-2 Road-37,,69,84,99,,
Dhaka,Gulshan-2 Road-38,,69,84,99,,
Dhaka,Gulshan-2 Road-39,,69,84,99,,
Dhaka,Gulshan-2 Road-40,,69,84,99,,
Dhaka,Gulshan-2 Road-41,,69,84,99,,
Dhaka,Gulshan-2 Road-42,,69,84,99,,
Dhaka,Gulshan-2 Road-43,,69,84,99,,
Dhaka,Gulshan-2 Road-44,,69,84,99,,
Dhaka,Gulshan-2 Road-45,,69,84,99,,
Dhaka,Gulshan-2 Road-46,,69,84,99,,
Dhaka,Gulshan-2 Road-47,,69,84,99,,
Dhaka,Gulshan-2 Road-48,,69,84,99,,
Dhaka,Gulshan-2 Road-49,,69,84,99,,
Dhaka,Gulshan-2 Road-50,,69,84,99,,
Dhaka,Gulshan-2 Road-51,,69,84,99,,
Dhaka,Gulshan-2 Road-52,,69,84,99,,
Dhaka,Gulshan-2 Road-53,,69,84,99,,
Dhaka,Gulshan-2 Road-54,,69,84,99,,
Dhaka,Gulshan-2 Road-55,,69,84,99,,
Dhaka,Gulshan-2 Road-56,,69,84,99,,
Dhaka,Gulshan-2 Road-57,,69,84,99,,
Dhaka,Gulshan-2 Road-58,,69,84,99,,
Dhaka,Gulshan-2 Road-59,,69,84,99,,
Dhaka,Gulshan-2 Road-60,,69,84,99,,
Dhaka,Gulshan-2 Road-61,,69,84,99,,
Dhaka,Gulshan-2 Road-62,,69,84,99,,
Dhaka,Gulshan-2 Road-63,,69,84,99,,
Dhaka,Gulshan-2 Road-64,,69,84,99,,
Dhaka,Gulshan-2 Road-65,,69,84,99,,
Dhaka,Gulshan-2 Road-66,,69,84,99,,
Dhaka,Gulshan-2 Road-67,,69,84,99,,
Dhaka,Gulshan-2 Road-68,,69,84,99,,
Dhaka,Gulshan-2 Road-69,,69,84,99,,
Dhaka,Gulshan-2 Road-70,,69,84,99,,
Dhaka,Gulshan-2 Road-71,,69,84,99,,
Dhaka,Gulshan-2 Road-72,,69,84,99,,
Dhaka,Gulshan-2 Road-73,,69,84,99,,
Dhaka,Gulshan-2 Road-74,,69,84,99,,
Dhaka,Gulshan-2 Road-75,,69,84,99,,
Dhaka,Gulshan-2 Road-76,,69,84,99,,
Dhaka,Gulshan-2 Road-77,,69,84,99,,
Dhaka,Gulshan-2 Road-78,,69,84,99,,
Dhaka,Gulshan-2 Road-79,,69,84,99,,
Dhaka,Gulshan-2 Road-80,,69,84,99,,
Dhaka,Gulshan-2 Road-81,,69,84,99,,
Dhaka,Gulshan-2 Road-82,,69,84,99,,
Dhaka,Gulshan-2 Road-83,,69,84,99,,
Dhaka,Gulshan-2 Road-84,,69,84,99,,
Dhaka,Gulshan-2 Road-85,,69,84,99,,
Dhaka,Gulshan-2 Road-86,,69,84,99,,
Dhaka,Gulshan-2 Road-87,,69,84,99,,
Dhaka,Gulshan-2 Road-88,,69,84,99,,
Dhaka,Gulshan-2 Road-89,,69,84,99,,
Dhaka,Gulshan-2 Road-90,,69,84,99,,
Dhaka,Gulshan-2 Road-91,,69,84,99,,
Dhaka,Gulshan-2 Road-92,,69,84,99,,
Dhaka,Gulshan-2 Road-93,,69,84,99,,
Dhaka,Gulshan-2 Road-94,,69,84,99,,
Dhaka,Gulshan-2 Road-95,,69,84,99,,
Dhaka,Gulshan-2 Road-96,,69,84,99,,
Dhaka,Gulshan-2 Road-97,,69,84,99,,
Dhaka,Gulshan-2 Road-98,,69,84,99,,
Dhaka,Gulshan-2 Road-99,,69,84,99,,
Dhaka,Gulshan-2 Road-100,,69,84,99,,
Dhaka,Gulshan-2 Road-101,,69,84,99,,
Dhaka,Gulshan-2 Road-102,,69,84,99,,
Dhaka,Gulshan-2 Road-103,,69,84,99,,
Dhaka,Gulshan-2 Road-104,,69,84,99,,
Dhaka,Gulshan-2 Road-105,,69,84,99,,
Dhaka,Gulshan-2 Road-106,,69,84,99,,
Dhaka,Gulshan-2 Road-107,,69,84,99,,
Dhaka,Gulshan-2 Road-108,,69,84,99,,
Dhaka,Gulshan-2 Road-109,,69,84,99,,
Dhaka,Gulshan-2 Road-110,,69,84,99,,
Dhaka,Gulshan-2 Road-111,,69,84,99,,
Dhaka,Gulshan-2 Road-112,,69,84,99,,
Dhaka,Gulshan-2 Road-113,,69,84,99,,
Dhaka,Gulshan-2 Road-114,,69,84,99,,
Dhaka,Gulshan-2 Road-115,,69,84,99,,
Dhaka,Gulshan-2 Road-116,,69,84,99,,
Dhaka,Gulshan-2 Road-117,,69,84,99,,
Dhaka,Gulshan-2 Road-118,,69,84,99,,
Dhaka,Gulshan-2 Road-119,,69,84,99,,
Dhaka,Gulshan-2 Road-120,,69,84,99,,
Dhaka,Gulshan-2 Road-121,,69,84,99,,
Dhaka,Gulshan-2 Road-122,,69,84,99,,
Dhaka,DNCC Market (Gulshan 2),,69,84,99,,
Munshiganj,Bandura(Dohar),1321,69,84,99,,
Munshiganj,Vaggyakul(Sreenagar),1556,69,84,99,,
Munshiganj,Baroykhali(Sreenagar),1553,69,84,99,,
Munshiganj,Galimpur(Nawabganj),,69,84,99,,
Munshiganj,Loskorpur (Sreenagar),,69,84,99,,
Munshiganj,Boxsonagar(Nawabganj),,69,84,99,,
Munshiganj,Joypara(Dohar),,69,84,99,,
Munshiganj,Kartikpur(Dohar),,69,84,99,,
Munshiganj,Shekharnagar(Sreenagar),,69,84,99,,
Munshiganj,Mawa(Louhajang),,69,84,99,,
Munshiganj,Dogachi Contonment(Sreenagar),,69,84,99,,
Munshiganj,Tontor (Sirajdikhan),,69,84,99,,
Munshiganj,Sirajdikhan (Munshiganj),,69,84,99,,
Munshiganj,Vaggokul(Sreenagar),,69,84,99,,
Munshiganj,Alamin Bazar ( Sreenagar ),,69,84,99,,
Munshiganj,Tin Dokan ( Sreenagar ),,69,84,99,,
Munshiganj,Baghra  ( Sreenagar ),,69,84,99,,
Munshiganj,Damla  ( Sreenagar ),,69,84,99,,
Munshiganj,Baligaon ( Munshiganj ),,69,84,99,,
Munshiganj,Kolma  ( Munshiganj ),,69,84,99,,
Munshiganj,Dohori  ( Munshiganj ),,69,84,99,,
Munshiganj,Rajanagar  ( Munshiganj ),,69,84,99,,
Munshiganj,Nimtola  ( Munshiganj ),,69,84,99,,
Munshiganj,Kusumpur  ( Munshiganj ),,69,84,99,,
Munshiganj,Voberchar  ( Munshiganj ),,69,84,99,,
Munshiganj,Jamaldi  ( Munshiganj ),,69,84,99,,
Munshiganj,Hossaindi  ( Munshiganj ),,69,84,99,,
Munshiganj,Bausia  ( Munshiganj ),,69,84,99,,
Dhaka,Mirpur-1-block-D (Dhaka),1216,69,84,99,,
Dhaka,Mirpur-1-block-E (Dhaka),1216,69,84,99,,
Dhaka,Mirpur-1-block-F (Dhaka),1216,69,84,99,,
Dhaka,Mirpur-1-block-G (Dhaka),1216,69,84,99,,
Dhaka,Mirpur-1-block-H (Dhaka),1216,69,84,99,,
Dhaka,Mirpur-1-block-New - C (Dhaka),1216,69,84,99,,
Dhaka,Dakkhin Bisil (Mirpur-1),1216,69,84,99,,
Dhaka,Uttor Bisil (Mirpur-1),1216,69,84,99,,
Dhaka,kiyangshi chinese (Mirpur-1),1216,69,84,99,,
Dhaka,Shah Ali Market (Mirpur-1),1216,69,84,99,,
Dhaka,East Kazipara(Mirpur),1216,69,84,99,,
Dhaka,Purbo Monipur (Mirpur),1216,69,84,99,,
Dhaka,Poschim Monipur (Mirpur),1216,69,84,99,,
Dhaka,West Kafrul (Agargaon),1207,69,84,99,,
Dhaka,Boat Ghat Road (Khilkhet),1229,69,84,99,,
Dhaka,Lake City Park (Khilkhet),1229,69,84,99,,
Dhaka,Khapara (Khilkhet),1229,69,84,99,,
Dhaka,Dumni (Khilkhet),1460,69,84,99,,
Dhaka,Patira Bazar (Khilkhet),1229,69,84,99,,
Dhaka,Mostul Check post (Khilkhet),1219,69,84,99,,
Dhaka,Kurmitoal General Hospital,1206,69,84,99,,
Dhaka,Soinik Club (Dhaka Cantonment),1206,69,84,99,,
Dhaka,Arjotpara(Mohakhali),1215,69,84,99,,
Dhaka,BAF Shaheen College(Dhaka Cantonment),1212,69,84,99,,
Dhaka,BNS Haji Mohsin(Dhaka Cantonment),1206,69,84,99,,
Dhaka,BAF Eagle hall(Dhaka Cantonment),1212,69,84,99,,
Dhaka,Shahid Moinul Road (Dhaka Cantonment),1206,69,84,99,,
Dhaka,Bangladesh Army headquerters(Dhaka Cantonment),1206,69,84,99,,
Dhaka,Shaheed Sharani(Dhaka Cantonment),1212,69,84,99,,
Dhaka,Sena Malancha(Dhaka Cantonment),1212,69,84,99,,
Dhaka,Adamjee Cantonment College(Dhaka Cantonment),1212,69,84,99,,
Dhaka,Army officers Club(Dhaka Cantonment),1206,69,84,99,,
Dhaka,Dhaka Cantonment post office,1206,69,84,99,,
Dhaka,Kurmitola(Dhaka Cantonment),1206,69,84,99,,
Dhaka,CMH(Dhaka Cantonment),1206,69,84,99,,
Dhaka,Shaheed Ramiz Uddin Gate- MES,1206,69,84,99,,
Dhaka,Shaheed Ramiz Uddin Cantonment College,1206,69,84,99,,
Dhaka,Kunjolota-MES(Dhaka Cantonment),1206,69,84,99,,
Dhaka,Armed Forces Medical institute-MES,1206,69,84,99,,
Dhaka,Staff road officers querters-MES,1206,69,84,99,,
Dhaka,MES Park(Dhaka Cantonment),1206,69,84,99,,
Dhaka,Bijoy Keton-MES(Dhaka Cantonment),1206,69,84,99,,
Dhaka,Nokkhotro-MES(Dhaka Cantonment),1206,69,84,99,,
Dhaka,Bangladesh University of Professionals(BUP),1216,69,84,99,,
Dhaka,Mirpur Cantonment Public School & College(Mirpur),1216,69,84,99,,
Dhaka,MIST(Mirpur),1216,69,84,99,,
Dhaka,Mirpur Cantonment(Mirpur),1216,69,84,99,,
Dhaka,House Building(Uttara),1230,69,84,99,,
Dhaka,Hazrat Shahjalal International Airport (Dhaka),1230,69,84,99,,
Dhaka,International Convension City(Bashundhara),1229,69,84,99,,
Dhaka,Banarupa Abashik(Khilkhet),1229,69,84,99,,
Dhaka,Sopnopuri Bashundhara R/A,1229,69,84,99,,
Dhaka,Import Cargo Terminal (Dhaka Airport Uttara),1230,69,84,99,,
Dhaka,Customs House (Dhaka Airport Uttara),1230,69,84,99,,
Dhaka,Rajlokkhi Complex (Uttara),1230,69,84,99,,
Dhaka,New Paltan (Azimpur-Dhaka),,69,84,99,,
Dhaka,West Barua(Khilkhet),,69,84,99,,
Dhaka,South Barua(Khilkhet),,69,84,99,,
Dhaka,South Barua Residential Area(Khilkhet),,69,84,99,,
Dhaka,Rainkhola Bazar(Mirpur),,69,84,99,,
Dhaka,Dhaka Commerce College(Dhaka),,69,84,99,,
Dhaka,Mugda Medical College)Dhaka),,69,84,99,,
Dhaka,River View (Keraniganj),,69,84,99,,
Dhaka,Telghat (Keraniganj),,69,84,99,,
Dhaka,Ghatarchar(Keraniganj),,69,84,99,,
Dhaka,Beraid (Dhaka),,69,84,99,,
Dhaka,Dhaka International university (100-Feet-Dhaka),,69,84,99,,
Dhaka,United International University(100-feet-Dhaka),,69,84,99,,
Dhaka,Mogardia (Dhaka),,69,84,99,,
Munshiganj,Singpara Bazar (Sirajdikhan),,69,84,99,,
Munshiganj,Ichhapura Bazar (Sirajdikhan),,69,84,99,,
Munshiganj,Baluchar (Sirajdikhan),,69,84,99,,
Munshiganj,Holdia Bazar (Louhajang),,69,84,99,,
Munshiganj,Haridia (Louhajang),,69,84,99,,
Munshiganj,Malkhanagar (Sirajdikhan),,69,84,99,,
Munshiganj,Kuchiamora (Sirajdikhan),,69,84,99,,
Munshiganj,Kola(Sirajdikhan),,69,84,99,,
Dhaka,Savar,1348,115,130,145,,
Dhaka,Nabinagar, Savar,Yes,No,115,145,1%
Gazipur,Rail Gate (Tongi Station Road),1700,115,130,145,,
Dhaka,Demra (Dhaka),1360,115,130,145,,
Dhaka,Ashulia, Savar,No,115,130,1%,
Dhaka,Baipayl, Savar,No,115,130,1%,
Dhaka,Keranigonj(Dhaka),1310,115,130,145,,
Dhaka,Dhamrai,1350,115,130,145,,
Gazipur,Kodda Bazar (Tongi),1700,115,130,145,,
Gazipur,Kaliakoir Upazila(Gazipur),1751,115,130,145,,
Gazipur,Kaliganj(Tongi),1700,115,130,145,,
Gazipur,Kapasia (Gazipur),1730,115,130,145,,
Gazipur,Sreepur Chowrasta (Mawna),1740,115,130,145,,
Narayanganj,Araihazar Thana,1450,115,130,145,,
Narayanganj,Bandar (Modonpur),1410,115,130,145,,
Narayanganj,Chashara (Narayanganj),1400,115,130,145,,
Narayanganj,Rupganj Thana,1460,115,130,145,,
Narayanganj,Sonargaon (Narayanganj),1430,115,130,145,,
Narayanganj,Siddhirganj (Narayanganj),1430,115,130,145,,
Narayanganj,Fatullah (Narayanganj),1420,115,130,145,,
Dhaka,Kalatia(Keraniganj),1313,115,130,145,,
Dhaka,Nolam Dhamrai,1349,115,130,145,,
Narayanganj,Shanarpar (Narayanganj),1400,115,130,145,,
Dhaka,EPZ, Baipayl,Yes,No,115,145,1%
Dhaka,Kathuria(Keraniganj),,115,130,145,,
Dhaka,Goljarbag(Keraniganj),,115,130,145,,
Dhaka,Nazirabag(Keraniganj),,115,130,145,,
Dhaka,Kaliganj (Keraniganj),,115,130,145,,
Dhaka,Nazarganj(Keraniganj),,115,130,145,,
Dhaka,Zinzira(Keraniganj),,115,130,145,,
Dhaka,Auchpara (Tongi collage Gate),,115,130,145,,
Dhaka,Cherag Ali (Tongi),,115,130,145,,
Dhaka,Tongi Bus Stand,,115,130,145,,
Narayanganj,Bhuigor (Narayanganj),,115,130,145,,
Dhaka,Hasnabad(Keraniganj),,115,130,145,,
Dhaka,Joy Bangla Road (Tongi),,115,130,145,,
Dhaka,Bonomala (Tongi collage gate),,115,130,145,,
Dhaka,Morkun (Tongi Bus Stand),,115,130,145,,
Dhaka,Bhadam (Cherag Ali ),,115,130,145,,
Dhaka,Cherag Ali (Tongi),,115,130,145,,
Dhaka,Bottola Road (Board Bazar),,115,130,145,,
Dhaka,Kazibari Road - Gazipura (Tongi),,115,130,145,,
Dhaka,Hossain Market (Tongi),,115,130,145,,
Dhaka,Open University (Tongi),,115,130,145,,
Dhaka,Joydebpur (Gazipur),,115,130,145,,
Dhaka,Dhirasrom (Joydebpur),,115,130,145,,
Dhaka,Dattapara Road (Tongi collage Gate),,115,130,145,,
Dhaka,Borobari (Gazipur),,115,130,145,,
Dhaka,Choidana (Singboard-Tongi),,115,130,145,,
Dhaka,Deger Chala (Singboard-Tongi),,115,130,145,,
Dhaka,Sahid Siddque Road (Board Bazar),,115,130,145,,
Dhaka,Hariken (Tongi),,115,130,145,,
Dhaka,Khortuil (Gazipura-Tongi),,115,130,145,,
Dhaka,Majukhan (Tongi Station Road),,115,130,145,,
Dhaka,Milgate (Tongi Station Road),,115,130,145,,
Dhaka,National University ( Board Bazar),,115,130,145,,
Dhaka,Surtaranga (Tongi Collage Gate),,115,130,145,,
Dhaka,Targach (Tongi Boro Bari),,115,130,145,,
Dhaka,Boro Dewra (Tongi Cherag Ali),,115,130,145,,
Gazipur,Mawna Chowrasta,1740,115,130,145,,
Gazipur, Bangla Bazar (Mawna),1742,115,130,145,,
Gazipur,Mirjapur Masterbari(Gazipur),1730,115,130,145,,
Gazipur,Vobanipur(Gazipur),1730,115,130,145,,
Gazipur,Barmi Sreepur (Gazipur),1740,115,130,145,,
Gazipur,Safari Park(Gazipur),1750,115,130,145,,
Gazipur,Pubail(Tongi),,115,130,145,,
Gazipur,Mirerbazar(Tongi),,115,130,145,,
Gazipur,Ulokhola ( Kaliganj-Tongi),,115,130,145,,
Gazipur,Modhumita (Tongi Station Road),,115,130,145,,
Gazipur,Miraspara (Tongi Bus stand),,115,130,145,,
Gazipur,Pagar - Miraspara ( Tongi Bus Stand),,115,130,145,,
Gazipur,Jinumarket (Tongi Bus Stand),,115,130,145,,
Gazipur,T & T - (Tongi Station Road ),,115,130,145,,
Gazipur,Shilmun (Tongi Station Road),,115,130,145,,
Gazipur,Mudafa (Tongi cherag Ali),,115,130,145,,
Gazipur,Khapara (Hossain Market),,115,130,145,,
Gazipur,Malakerbari (Tongi),,115,130,145,,
Gazipur,Gazipur Bypass,,115,130,145,,
Gazipur,Kodda (Gazipur By Pass Road road),,115,130,145,,
Gazipur,DUET (Joydebpur),,115,130,145,,
Gazipur,Shibbari (joydebpur),,115,130,145,,
Gazipur,Shimultoli (joydebpur),,115,130,145,,
Gazipur,Jorpukur (joydebpur),,115,130,145,,
Gazipur,Salna(Gazipur),,115,130,145,,
Gazipur,Porabari Bazar (Gazipur),,115,130,145,,
Gazipur,Dhaladia Sreepur(Mawna Gazipur),,115,130,145,,
Gazipur,Hotapara (Mawan-Gazipur),,115,130,145,,
Gazipur,Bager bazar (Mawana-Gazipur),,115,130,145,,
Gazipur,Member Bari(Mawna Gazipur),,115,130,145,,
Gazipur,Gorgoria Masterbari(Sreepur Gazipur),,115,130,145,,
Gazipur,Mc Bazar (Mawna),,115,130,145,,
Gazipur,Nayanpur Sreepur (Gazipur),,115,130,145,,
Gazipur,Konabari (Gazipur),,115,130,145,,
Gazipur,Mouchak (Gazipur),,115,130,145,,
Gazipur,Kashimpur Bazar (Gazipur),,115,130,145,,
Gazipur,Shafipur (Kaliakoir-Gazipur),,115,130,145,,
Gazipur,Joyna Bazar (Sreepur Gazipur),,115,130,145,,
Gazipur,Pollibidut (Chondra),,115,130,145,,
Gazipur,Chondra (Kaliakoir),,115,130,145,,
Gazipur,Rajabari Sreepur (Gazipur),,115,130,145,,
Narayanganj,Signboard (Narayanganj),,115,130,145,,
Narayanganj,Jalkuri (Narayanganj),,115,130,145,,
Narayanganj,Sibu market ( Narayanganj),,115,130,145,,
Narayanganj,Chittagong Road (Narayanganj),,115,130,145,,
Dhaka,Basher pull (Demra),,115,130,145,,
Dhaka,Bamuail (Demra),,115,130,145,,
Dhaka,Sharuliya (Demra),,115,130,145,,
Dhaka,Rani mohol  (Demra),,115,130,145,,
Dhaka,Staffquater  (Demra),,115,130,145,,
Dhaka,Demra bazar  (Demra),,115,130,145,,
Dhaka,Hajinogar  (Demra),,115,130,145,,
Dhaka,Boxnagar  (Demra),,115,130,145,,
Dhaka,Badsha mia road  (Demra),,115,130,145,,
Dhaka,Muslimnagar  (Demra),,115,130,145,,
Gazipur,Vannara (mouchak-Gazipur),,115,130,145,,
Gazipur,Sardaganj-Kashimpur( Kaliakoir),,115,130,145,,
Gazipur,Sultan Market - Kashimpur ( Kaliakoir),,115,130,145,,
Gazipur,Baroipara (Kaliakoir),,115,130,145,,
Gazipur,Goalbari bazar (Kaliakoir),,115,130,145,,
Gazipur,Hatimara-Kashimpur(Gazipur),,115,130,145,,
Gazipur,Sultan Market Kashempur (Kaliakoir),,115,130,145,,
Gazipur,Nawjor (Gazipur),,115,130,145,,
Gazipur,Fulbaria bazar (Kaliakoir),,115,130,145,,
Gazipur,Madhobpur(Kashempur),,115,130,145,,
Gazipur,Kabirpur (Kaliakoir),,115,130,145,,
Gazipur,Walton High-Tech(Chondra),,115,130,145,,
Gazipur,Waltion Micro-Tech(Chondra),,115,130,145,,
Gazipur,Mollapara(Kashimpur),,115,130,145,,
Gazipur,Joyertek(Ambag Road-Konabari),,115,130,145,,
Gazipur,Porabari Bazar(Gazipur),1700,115,130,145,,
Gazipur,Dhaladia (Kapasia),1740,115,130,145,,
Gazipur,Rajabari -Sreepur Road(Gazipur),1740,115,130,145,,
Gazipur,Gorgoria masterbari (Sreepur),1740,115,130,145,,
Gazipur,Barmi Sreepur (Sreepur ),1740,115,130,145,,
Gazipur,Joina Bazar (Sreepur),1740,115,130,145,,
Gazipur,Kapasia Bazar (Kapasia),1730,115,130,145,,
Gazipur,Kapasia Tok Noyon (Kapasia),1730,115,130,145,,
Gazipur,Kapasia Amraid (Kapasia),1730,115,130,145,,
Gazipur,Rajendrapur Cantonment (Rajendrapur),1730,115,130,145,,
Gazipur,Kashimpur Bus Stop (Gazipur),1700,115,130,145,,
Gazipur,Jiter mor -Kashimpur (Gazipur),1700,115,130,145,,
Gazipur,Molla market-(Kashimpur),1700,115,130,145,,
Gazipur,Panishel(Kashimpur),1700,115,130,145,,
Gazipur,Sultan Market(Kashimpur),1700,115,130,145,,
Gazipur,Kazi Market(Kashimpur),1700,115,130,145,,
Gazipur,Bagbari (Kashimpur),1700,115,130,145,,
Gazipur,Berenda(Kashimpur),1700,115,130,145,,
Gazipur,Sorabo(Kashimpur),1700,115,130,145,,
Gazipur,Kashimpur Square(Gazipur),1700,115,130,145,,
Gazipur,Konabari Bus stand(Gazipur),1700,115,130,145,,
Gazipur,Konabari Jail khana(Gazipur),1700,115,130,145,,
Gazipur,Konabari Kuddus Nagar(Gazipur),1700,115,130,145,,
Gazipur,Konabari collage Gate(Gazipur),1700,115,130,145,,
Gazipur,Baimail -Konabari (Gazipur),1700,115,130,145,,
Gazipur,Pollibiddut-Konabari(Gazipur),1700,115,130,145,,
Gazipur,Mouchak Bazar(Kaliakair),1750,115,130,145,,
Gazipur,Shofipur Bus Stand (Kaliakair),1751,115,130,145,,
Gazipur,Bhawal Government College (Gazipur),1702,115,130,145,,
Gazipur,Itahata (Chandona Chowrasta),1702,115,130,145,,
Gazipur,Telipara(Chandona Chowrasta),1702,115,130,145,,
Gazipur,Great Wall Jame Masjid (Chandona Chowrasta),1702,115,130,145,,
Gazipur,Paler Math (Gazipur Chowrasta),1702,115,130,145,,
Gazipur,Police Line (Gazipur Chowrasta),1702,115,130,145,,
Gazipur,Borsha Hall (Gazipur Chowrasta),1702,115,130,145,,
Gazipur,kenakata Goli (Gazipur Chowrasta),1702,115,130,145,,
Gazipur,Dhigir Chala (Gazipur Chowrasta),1702,115,130,145,,
Gazipur,Najor (Gazipur Chowrasta),1702,115,130,145,,
Gazipur,Kodda bridge (Gazipur Chowrasta),1702,115,130,145,,
Gazipur,Bason Thana (Gazipur),1702,115,130,145,,
Gazipur,Polagach Road (Board Bazar),1700,115,130,145,,
Gazipur,Jajhor (Board Bazar),1700,115,130,145,,
Gazipur,Gacha Thana (Board Bazar),1700,115,130,145,,
Gazipur,Mukter Bari Road (Board Bazar),1700,115,130,145,,
Gazipur,Boro Mosjid Road (Board Bazar),1700,115,130,145,,
Gazipur,IUT Road (Board Bazar),1700,115,130,145,,
Gazipur,Gacha Bazar (Boro bari),1700,115,130,145,,
Gazipur,Colombiya (Gazipur By Pass Road),1700,115,130,145,,
Gazipur,Mogor Khal (Gazipur By Pass Road),1700,115,130,145,,
