District,Area,Post Code,Charge(1kg),Charge(2kg),Charge(3kg),,
Gazipur,Navanar Mor (Gazipur By Pass Road),1700,115,130,145,,
Gazipur,Hoque Market (Gazipur By Pass Road),1700,115,130,145,,
Gazipur,Sattola Garments (Maleker Bari),1704,115,130,145,,
Gazipur,Bolakar Mor (Maleker Bari),1704,115,130,145,,
Gazipur,Jogitota ( Joydebpur),1700,115,130,145,,
Gazipur,College gate (Pubail),1700,115,130,145,,
Gazipur,Badhon (Pubail),1700,115,130,145,,
Gazipur,Bosuga (Pubail),1700,115,130,145,,
Gazipur,Bokhtarour ( kaliganj),1720,115,130,145,,
Gazipur,Fuldi ( kaliganj),1720,115,130,145,,
Gazipur,Dalan bazar ( kaliganj),1720,115,130,145,,
Gazipur,Awora khali ( kaliganj),1720,115,130,145,,
Gazipur,Sawraid ( kaliganj),1720,115,130,145,,
Gazipur,Chowrasta (Tongi),1702,115,130,145,,
Dhaka,Chunkutia (Keraniganj),,115,130,145,,
Dhaka,Am Bagicha (Keraniganj),,115,130,145,,
Dhaka,Zia Nagor (Keraniganj),,115,130,145,,
Dhaka,Imambari (Keraniganj),,115,130,145,,
Dhaka,Kodomtoli (Keraniganj),,115,130,145,,
Dhaka,Najirabag (Keraniganj),,115,130,145,,
Dhaka,Bondok Para (Keraniganj),,115,130,145,,
Dhaka,Golam Bazar (Keraniganj),,115,130,145,,
Dhaka,Par Gendaria (Keraniganj),,115,130,145,,
Dhaka,Ekuria (Keraniganj),,115,130,145,,
Dhaka,Kholamora (Keraniganj),,115,130,145,,
Dhaka,Atibazar (Keraniganj),,115,130,145,,
Dhaka,Abdullahpur (Keraniganj),,115,130,145,,
Dhaka,Tetuljhora, Hemayetpur,Yes,No,115,145,1%
Dhaka,Hemayetpur Bazar, Savar,No,115,130,1%,
Dhaka,Bongaon Union, Savar,No,115,130,1%,
Dhaka,Ashulia Thana, Baipayl,Yes,No,115,145,1%
Dhaka,Charigram, Savar,No,115,130,1%,
Dhaka,Polli Biddut, Nabinagar,Yes,No,115,145,1%
Dhaka,Norosinhopur, Ashulia,Yes,No,115,145,1%
Dhaka,Zirabo Bazar, Ashulia,Yes,No,115,145,1%
Dhaka,Savar City Center,,115,130,145,,
Dhaka,Rajasion, Polo Market,No,115,130,1%,
Dhaka,Kathgora Bazar, Savar,No,115,130,1%,
Dhaka,Jamgora, Ashulia,Yes,No,115,145,1%
Dhaka,Baipayl Kacha Bazar, Ashulia,Yes,No,115,145,1%
Dhaka,Jahangirnagar University, Savar,No,115,130,1%,
Dhaka,Akran Bazar, Ashulia,Yes,No,115,145,1%
Dhaka,Birulia Bridge, Savar,No,115,130,1%,
Dhaka,Nama Bazar, Savar,No,115,130,1%,
Dhaka,Jhawchar Bazar, Hemayetpur,Yes,No,115,145,1%
Dhaka,Amin Bazar, Savar,No,115,130,1%,
Dhaka,Bhakurta Bazar, Amin Bazar,Yes,No,115,145,1%
Dhaka,Mograkanda, Amin Bazar,Yes,No,115,145,1%
Dhaka,Shamlasi Gudaraghat, Amin Bazar,Yes,No,115,145,1%
Dhaka,Niribili Dhamrai,,115,130,145,,
Dhaka,Golam Hafiz College Dhamrai,,115,130,145,,
Dhaka,Noyarhat Dhamrai,,115,130,145,,
Dhaka,Dhulivita (Dhamrai),,115,130,145,,
Dhaka,Kalampur (Dhamrai),,115,130,145,,
Dhaka,Bathuli Bustand (Dhamrai),,115,130,145,,
Dhaka,Kushura Bustand (Dhamrai,,115,130,145,,
Dhaka,Baro Baria (Dhamrai),,115,130,145,,
Dhaka,Dhantara Bazar (Dhamrai),,115,130,145,,
Dhaka,Dhamrai Bazar,,115,130,145,,
Dhaka,Gurapir Mazar Dhamrai,,115,130,145,,
Dhaka,Beltola Dhamrai,,115,130,145,,
Dhaka,Dendabor Dhamrai,,115,130,145,,
Dhaka,Anayetpur Dhamrai,,115,130,145,,
Dhaka,Gonoshasthaya Dhamrai,,115,130,145,,
Dhaka,Dhamshona Bazar Dhamrai,,115,130,145,,
Dhaka,Kamalget Dhamrai,,115,130,145,,
Dhaka,Namabazar Dhamrai,,115,130,145,,
Dhaka,Khaicha Bari Dhamrai,,115,130,145,,
Dhaka,Konda Dhamrai,,115,130,145,,
Dhaka,Baipail Dhamrai,,115,130,145,,
Dhaka,Sreepur Dhamrai,,115,130,145,,
Dhaka,Mojarmil Dhamrai,,115,130,145,,
Dhaka,Khorar Chor (Dhamrai),,115,130,145,,
Dhaka,Fudnagar Rupnagar (Dhamrai),,115,130,145,,
Dhaka,Councill Bazar (Dhamrai),,115,130,145,,
Dhaka,Kawalipara (Dhamrai),,115,130,145,,
Dhaka,Chokroborti Dhamrai,,115,130,145,,
Dhaka,Beximco Dhamrai,,115,130,145,,
Dhaka,Bhadail DEPZ Dhamrai,,115,130,145,,
Dhaka,Nobi Textile Kaliakoir,,115,130,145,,
Dhaka,Zirani Kaliakoir,,115,130,145,,
Dhaka,Kobirpur Kaliakoir,,115,130,145,,
Dhaka,Baroipara Kaliakoir,,115,130,145,,
Dhaka,Nondon Park Kaliakoir,,115,130,145,,
Dhaka,Mannan Collage Road (Kaliakoir),,115,130,145,,
Dhaka,Turag Germent (Kaliakoir),,115,130,145,,
Dhaka,Mashi Hata (Kaliakoir),,115,130,145,,
Dhaka,Enargy Pack Germent (Kaliakoir),,115,130,145,,
Dhaka,Bengol (Kaliakoir),,115,130,145,,
Dhaka,Polash Housing (Kaliakoir),,115,130,145,,
Narayanganj,Modonpur Sadar (Modonpur),,115,130,145,,
Narayanganj,Kachpur (Modonpur Narayanganj),,115,130,145,,
Narayanganj,Nabiganj (Bandar Narayanganj),,115,130,145,,
Narayanganj,Modonganj (Bandar Naraynaganj),,115,130,145,,
Narayanganj,Morgapara (Sonargaon),,115,130,145,,
Narayanganj,Baiddar Bazar (Sonargaon),,115,130,145,,
Faridpur,Pathorghata(Mathbaria),1216,150,180,210,,
Dhaka,Dohar(Dhaka),1333,150,180,210,,
Dhaka,Mukti Clinic(Nawabganj),,150,180,210,,
Faridpur,Alfadanga,7870,150,180,210,,
Faridpur,Bhanga,7830,150,180,210,,
Faridpur,Boalmari,7860,150,180,210,,
Faridpur,Char Bhadrasan,7810,150,180,210,,
Faridpur,Faridpur Sadar,7800,150,180,210,,
Faridpur,Madhukhali,7850,150,180,210,,
Faridpur,Nagarkanda,7840,150,180,210,,
Faridpur,Sadarpur,7820,150,180,210,,
Faridpur,Saltha,7860,150,180,210,,
Gopalganj,Gopalganj Sadar,8100,150,180,210,,
Gopalganj,Kasiani,8130,150,180,210,,
Gopalganj,Kotalipara,8110,150,180,210,,
Gopalganj,Maksudpur,8140,150,180,210,,
Gopalganj,Tungipara,8120,150,180,210,,
Jamalpur,Nalkura Jhenaigati (Sherpur),2140,150,180,210,,
Jamalpur,Dewanganj,2030,150,180,210,,
Jamalpur,Hazrabari (Melandah),2020,150,180,210,,
Jamalpur,Jamalpur Sadar,2000,150,180,210,,
Jamalpur,Madarganj,2040,150,180,210,,
Jamalpur,Melandah,2010,150,180,210,,
Jamalpur,Sharishabari,2050,150,180,210,,
Kishoreganj,Austogram(Kishoreganj),2380,150,180,210,,
Kishoreganj,Bajitpur(Kishoreganj),2336,150,180,210,,
Kishoreganj,Bhairab,2350,150,180,210,,
Kishoreganj,Hosainpur,2320,150,180,210,,
Kishoreganj,Itna,2390,150,180,210,,
Kishoreganj,Karimganj,2310,150,180,210,,
Kishoreganj,Katiadi,2330,150,180,210,,
Kishoreganj,Kishoreganj Sadar,2300,150,180,210,,
Kishoreganj,Kuliarchar,2340,150,180,210,,
Kishoreganj,Mithamain,2370,150,180,210,,
Kishoreganj,Nikli,2360,150,180,210,,
Kishoreganj,Pakundia,2326,150,180,210,,
Kishoreganj,Tarail,2316,150,180,210,,
Madaripur,Kalkini,7920,150,180,210,,
Madaripur,Madaripur Sadar,7900,150,180,210,,
Madaripur,Rajoir,7910,150,180,210,,
Madaripur,Shibchar,7900,150,180,210,,
Manikganj,Daulatpur(Manikganj),1860,150,180,210,,
Manikganj,Ghior,1840,150,180,210,,
Manikganj,Harirampur (Manikganj),1850,150,180,210,,
Manikganj,Manikganj Sadar,1800,150,180,210,,
Manikganj,Saturia,1810,150,180,210,,
Manikganj,Shibalaya,1850,150,180,210,,
Manikganj,Singair,1820,150,180,210,,
Munshiganj,Gazaria(Munshiganj),8332,150,180,210,,
Munshiganj,Lauhajang(Munshiganj),1530,150,180,210,,
Munshiganj,Katakhali (Munshiganj),1500,150,180,210,,
Munshiganj,Nawabganj Upazila,1540,150,180,210,,
Munshiganj,Sreenagar(Munshiganj),1550,150,180,210,,
Munshiganj,Tangibari(Munshiganj),1520,150,180,210,,
Mymensingh,Valuka,2240,150,180,210,,
Mymensingh,Dhubaura,2416,150,180,210,,
Mymensingh,Fulbaria (Mymensingh),2216,150,180,210,,
Mymensingh,Phulpur Upozila(Mymensingh),2250,150,180,210,,
Mymensingh,Goffargaon,2230,150,180,210,,
Mymensingh,Koltapara (Gouripur Mymensingh),2270,150,180,210,,
Mymensingh,Haluaghat,2260,150,180,210,,
Mymensingh,Iswarganj,2280,150,180,210,,
Mymensingh,Kachari Ghat (Mymensingh),2200,150,180,210,,
Mymensingh,Muktagacha,2210,150,180,210,,
Mymensingh,Nandail,2290,150,180,210,,
Mymensingh,Trishal,2220,150,180,210,,
Norshingdi,Belabo,1640,150,180,210,,
Norshingdi,Monohardi,1650,150,180,210,,
Norshingdi,Velanogor (Narsingdi),1600,150,180,210,,
Norshingdi,Palash,1610,150,180,210,,
Norshingdi,Raipura (Bhairab),1630,150,180,210,,
Norshingdi,Shibpur,1620,150,180,210,,
Netrokona,Atpara (Netrokona),2470,150,180,210,,
Netrokona,Barhatta (Netrokona),2440,150,180,210,,
Netrokona,Durgapur (Netrokona),3848,150,180,210,,
Netrokona,Kalmakanda( Netrokona),2430,150,180,210,,
Netrokona,Kendua( Netrokona),2480,150,180,210,,
Netrokona,Khaliajuri (Madan),2460,150,180,210,,
Netrokona,Madan (Netrokona),2490,150,180,210,,
Netrokona,Mohangonj (Netrokona),2446,150,180,210,,
Netrokona,Netrokona Sadar,2400,150,180,210,,
Netrokona,Purbadhala (Netrokona),2410,150,180,210,,
Rajbari,Baliakandi,7730,150,180,210,,
Rajbari,Goalunda,7710,150,180,210,,
Rajbari,Pangsha,7720,150,180,210,,
Rajbari,Rajbari Sadar,7700,150,180,210,,
Rajbari,Kalukhali,7720,150,180,210,,
Shariatpur,Bhedarganj,8030,150,180,210,,
Shariatpur,Damudiya,8040,150,180,210,,
Shariatpur,Gosairhat,8050,150,180,210,,
Shariatpur,Zajira,8010,150,180,210,,
Shariatpur,Naria,8020,150,180,210,,
Shariatpur,Shariatpur Sadar,8000,150,180,210,,
Sherpur,Kakarkandi Nalitabari (Sherpur),2120,150,180,210,,
Sherpur,Ganapaddi Nakla (Sherpur),2150,150,180,210,,
Sherpur,Chandrakona Nakla (Sherpur),2110,150,180,210,,
Sherpur,Kamarer Char (Sheprur Sadar),2100,150,180,210,,
Sherpur,Kakilakura Sribardi (Sherpur),2130,150,180,210,,
Tangail,Bashail,1920,150,180,210,,
Tangail,Bhuapur,1960,150,180,210,,
Tangail,Delduar,1910,150,180,210,,
Tangail,Ghatail(Modhupur),1980,150,180,210,,
Tangail,Gopalpur (Tangail),1990,150,180,210,,
Tangail,Kalihati,1970,150,180,210,,
Tangail,Mirzapur,1940,150,180,210,,
Tangail,Modhupur (Mymensingh),1996,150,180,210,,
Tangail,Nagarpur,1936,150,180,210,,
Tangail,Shakhipur,1950,150,180,210,,
Tangail,Tangail Sadar,1900,150,180,210,,
Tangail,Dhanbari(Modhupur),1997,150,180,210,,
Bagerhat,Bagerhat Sadar,9300,150,180,210,,
Bagerhat,Chitalmari,9360,150,180,210,,
Bagerhat,Fakirhat (Bagerhat),9370,150,180,210,,
Bagerhat,Kachua(Bagerhat),3630,150,180,210,,
Bagerhat,Mollarhat,9380,150,180,210,,
Bagerhat,Mongla,9351,150,180,210,,
Bagerhat,Morelganj,9320,150,180,210,,
Bagerhat,Rampal,9340,150,180,210,,
Bagerhat,Sarankhola,9311,150,180,210,,
Chuadanga,Alamdanga,7210,150,180,210,,
Chuadanga,Chuadanga Sadar,7200,150,180,210,,
Chuadanga,Damurhuda,7220,150,180,210,,
Chuadanga,Jibannagar,7200,150,180,210,,
Jessore,Noapara (Jessore),7462,150,180,210,,
Jessore,Bagherpara,7470,150,180,210,,
Jessore,Chowgacha,7410,150,180,210,,
Jessore,Jessore Sadar,7400,150,180,210,,
Jessore,Jhikargacha,7420,150,180,210,,
Jessore,Keshabpur,7450,150,180,210,,
Jessore,Manirampur,7440,150,180,210,,
Jessore,Sharsha,7430,150,180,210,,
Jhenaidah,Kotchandpur,7330,150,180,210,,
Jhenaidah,Harinakunda,7310,150,180,210,,
Jhenaidah,Jhenaidah Sadar,7300,150,180,210,,
Jhenaidah,Kaliganj(Jhenaidah),7300,150,180,210,,
Jhenaidah,Moheshpur,7340,150,180,210,,
Jhenaidah,Shailkupa,7320,150,180,210,,
Khulna,Batiaghata,9260,150,180,210,,
Khulna,Dacope,9271,150,180,210,,
Khulna,Dighalia,9220,150,180,210,,
Khulna,Dumuria,9250,150,180,210,,
Khulna,Phultala,9210,150,180,210,,
Khulna,Koira,,150,180,210,,
Khulna,Paikgacha,9280,150,180,210,,
Khulna,Rupsa,9241,150,180,210,,
Khulna,Khalispur,9000,150,180,210,,
Khulna,Sonadanga,9100,150,180,210,,
Khulna,Khan jahan ali ,9222,150,180,210,,
Khulna,Doulatpur,9202,150,180,210,,
Khulna,Terokhada,9230,150,180,210,,
Kushtia,Bheramara,7040,150,180,210,,
Kushtia,Daulatpur (Kushtia),7050,150,180,210,,
Kushtia,Khoksha,7021,150,180,210,,
Kushtia,Kumarkhali,7010,150,180,210,,
Kushtia,Kushtia Sadar,7000,150,180,210,,
Kushtia,Mirpur (Kushtia),7030,150,180,210,,
Magura,Magura Sadar,7600,150,180,210,,
Magura,Mohammadpur (Magura),7630,150,180,210,,
Magura,Shalikha,,150,180,210,,
Magura,Sreepur (Magura),7610,150,180,210,,
Meherpur,Gangni,7110,150,180,210,,
Meherpur,Meherpur Sadar,7100,150,180,210,,
Meherpur,Mujibnagar,7102,150,180,210,,
Narail,Kalia,7520,150,180,210,,
Narail,Lohagara(Narail),7511,150,180,210,,
Narail,Narail Sadar,7500,150,180,210,,
Satkhira,Assasuni,9460,150,180,210,,
Satkhira,Debhata,9430,150,180,210,,
Satkhira,Kaliganj(Shyamnagar),9440,150,180,210,,
Satkhira,Kolaroa,9410,150,180,210,,
Satkhira,Satkhira Sadar,9400,150,180,210,,
Satkhira,Shyamnagar,9450,150,180,210,,
Satkhira,Tala,9420,150,180,210,,
Bogra,Adamdighi (Bogra),5890,150,180,210,,
Bogra,Bogra Sadar,5800,150,180,210,,
Bogra,Dhunat (Bogra),5850,150,180,210,,
Bogra,Dupchanchia (Bogra),5880,150,180,210,,
Bogra,Gabtali (Bogra),5820,150,180,210,,
Bogra,Kahaloo,5870,150,180,210,,
Bogra,Nandigram,5860,150,180,210,,
Bogra,Sariakandi,5830,150,180,210,,
Bogra,Sherpur (Bogra),5840,150,180,210,,
Bogra,Shibganj ( Bogra ),2231,150,180,210,,
Bogra,Sonatola,5826,150,180,210,,
Bogra,Shajahanpur (Bogura),5800,150,180,210,,
Chapai Nawabganj,Bholahat,6330,150,180,210,,
Chapai Nawabganj,Gomastapur,6321,150,180,210,,
Chapai Nawabganj,Nachole,6310,150,180,210,,
Chapai Nawabganj,Nawabganj Sadar (Chapai),6300,150,180,210,,
Chapai Nawabganj,Shibganj (Chapai Nawabganj),6340,150,180,210,,
Joypurhat,Akkelpur,5940,150,180,210,,
Joypurhat,Joypurhat Sadar,5900,150,180,210,,
Joypurhat,Kalai Upazila(Joypurhat),5930,150,180,210,,
Joypurhat,Khetlal,5920,150,180,210,,
Joypurhat,Panchbibi,5910,150,180,210,,
Naogaon,Atrai,,150,180,210,,
Naogaon,Badalgachi,6570,150,180,210,,
Naogaon,Dhamoirhat,6580,150,180,210,,
Naogaon,Proshadpur  (Manda Naogaon),6511,150,180,210,,
Naogaon,Mahadebpur,6530,150,180,210,,
Naogaon,Moktir More (Naogaon),6500,150,180,210,,
Naogaon,Niamatpur (Naogaon),6520,150,180,210,,
Naogaon,Nazipur (Patnitala),6540,150,180,210,,
Naogaon,Porsha (Naogaon),6551,150,180,210,,
Naogaon,Raninagar,6590,150,180,210,,
Naogaon,Shapahar,6560,150,180,210,,
Natore,Baghatipara,6433,150,180,210,,
Natore,Baraigram,6432,150,180,210,,
Natore,Gurudaspur,6440,150,180,210,,
Natore,Lalpur,6421,150,180,210,,
Natore,Natore Sadar,6400,150,180,210,,
Natore,Singra (Natore),6450,150,180,210,,
Pabna,Atgharia (Pabna),,150,180,210,,
Pabna,Bera (Pabna),6680,150,180,210,,
Pabna,Bhangura (Pabna),6640,150,180,210,,
Pabna,Chatmohar (Pabna),6630,150,180,210,,
Pabna,Faridpur ( Pabna ),6650,150,180,210,,
Pabna,Iswardi,6620,150,180,210,,
Pabna,Pabna Sador,6600,150,180,210,,
Pabna,Santhia (Pabna),6670,150,180,210,,
Pabna,Sujanagar (Pabna),6660,150,180,210,,
Rajshahi,Bagha,6281,150,180,210,,
Rajshahi,Bagmara (Rajshahi),6250,150,180,210,,
Rajshahi,Charghat,6270,150,180,210,,
Rajshahi,Durgapur(Rajshahi),6240,150,180,210,,
Rajshahi,Godagari,6290,150,180,210,,
Rajshahi,Mohanpur (Rajshahi),6220,150,180,210,,
Rajshahi,Paba,6213,150,180,210,,
Rajshahi,Putia,6260,150,180,210,,
Rajshahi,Tanore,6230,150,180,210,,
Rajshahi,Sadar,6000,150,180,210,,
Sirajganj,Belkuchi,6740,150,180,210,,
Sirajganj,Chowhali,6770,150,180,210,,
Sirajganj,Kamarkhanda,6700,150,180,210,,
Sirajganj,Kazipur,6710,150,180,210,,
Sirajganj,Raiganj,6700,150,180,210,,
Sirajganj,Shahajadpur (Sirajganj),6770,150,180,210,,
Sirajganj,Sirajganj Sadar,6700,150,180,210,,
Sirajganj,Tarash Sirajgonj,6780,150,180,210,,
Sirajganj,Ullapara Sirajgonj,6760,150,180,210,,
Habiganj,Ajmeriganj (Habiganj),3360,150,180,210,,
Habiganj,Bahubal (Shayestaganj),3310,150,180,210,,
Habiganj,Baniachong (Habiganj),3350,150,180,210,,
Habiganj,Chunarughat (Habiganj),3320,150,180,210,,
Habiganj,Habiganj Sadar,3300,150,180,210,,
Habiganj,Lakhai (Habiganj),3341,150,180,210,,
Habiganj,Madhabpur (Habiganj),3330,150,180,210,,
Habiganj,Nabiganj (Habiganj),3370,150,180,210,,
Moulvibazar,Candgram (Barlekha),3250,150,180,210,,
Moulvibazar,Kamalganj Upazila,3220,150,180,210,,
Moulvibazar,Kulaura,3230,150,180,210,,
Moulvibazar,Kusumbag Moulvibazar,3200,150,180,210,,
Moulvibazar,Rajnagar,3240,150,180,210,,
Moulvibazar,Sreemangal Sadar,3210,150,180,210,,
Moulvibazar,Juri Upazila (Barlekha-Sylhet),3251,150,180,210,,
Sunamganj,Biswambharpur (Sunamganj),3010,150,180,210,,
Sunamganj,Chattak,3080,150,180,210,,
Sunamganj,Derai (Sunamganj),3040,150,180,210,,
Sunamganj,Dharmapasha (Netrokona),3000,150,180,210,,
Sunamganj,Dowarabazar (Chattak-Sylhet),3070,150,180,210,,
Sunamganj,Jagannathpur,3060,150,180,210,,
Sunamganj,Jamalganj ( Sunamganj),3000,150,180,210,,
Sunamganj,Sulla (Sunamganj),,150,180,210,,
Sunamganj,Traffic Point (Sunamganj Sadar),3000,150,180,210,,
Sunamganj,Tahirpur-Sunamganj,3030,150,180,210,,
Sunamganj,South Sunamganj,3060,150,180,210,,
Sylhet,Balaganj Upazila(Sylhet),3120,150,180,210,,
Sylhet,Beanibazar,3170,150,180,210,,
Sylhet,Bishwanath Upazila(Sylhet),3130,150,180,210,,
Sylhet,Companyganj (Sylhet),3542,150,180,210,,
Sylhet,Fenchuganj (Sylhet),3116,150,180,210,,
Sylhet,Gowainghat (Jaflong),3150,150,180,210,,
Sylhet,Golapganj (Sylhet),3160,150,180,210,,
Sylhet,Jaintapur ( Jaflong),3156,150,180,210,,
Sylhet,Moiyakhali (Zakiganj),3190,150,180,210,,
Sylhet,Kanaighat ( Jaflong),3180,150,180,210,,
Sylhet,Amberkhana (Sylhet),3100,150,180,210,,
Sylhet,South Surma (Sylhet),3100,150,180,210,,
Barguna,Amtali(Kolapara),8710,150,180,210,,
Barguna,Bamna,8730,150,180,210,,
Barguna,DKP Road (Barguna),8700,150,180,210,,
Barguna,Betagi,8740,150,180,210,,
Barguna,Patharghata (Mathbaria),8720,150,180,210,,
Barisal,Agailjhara (Gournadi),8240,150,180,210,,
Barisal,Babuganj (Barishal),8210,150,180,210,,
Barisal,Bakerganj (Barishal),8281,150,180,210,,
Barisal,Banaripara (Barishal),8530,150,180,210,,
Barisal,Ruptoli Housing (Barishal),8200,150,180,210,,
Barisal,Gournadi Bondor (Gournadi),8230,150,180,210,,
Barisal,Hijla Upazila (Barisal),,150,180,210,,
Barisal,Mehendiganj,8270,150,180,210,,
Barisal,Muladi,8250,150,180,210,,
Barisal,Wazirpur Upazila(Barisal),8220,150,180,210,,
Bhola,Bhola Sadar (Bhola),8300,150,180,210,,
Bhola,Borhanuddin (Bhola),8320,150,180,210,,
Bhola,Charfession (Charfession),8340,150,180,210,,
Bhola,Daulatkhan (Bhola),8310,150,180,210,,
Bhola,Lalmohan(Bhola),8330,150,180,210,,
Bhola,Manpura(Bhola),8360,150,180,210,,
Bhola,Tajumuddin(Bhola),,150,180,210,,
Jhalokathi,Jhalokathi Sadar,8400,150,180,210,,
Jhalokathi,Kathalia,8430,150,180,210,,
Jhalokathi,Nalchiti,8420,150,180,210,,
Jhalokathi,Rajapur (Jhalokathi),8410,150,180,210,,
Patuakhali,Bauphal(Dashmina),8620,150,180,210,,
Patuakhali,Dashmina,8630,150,180,210,,
Patuakhali,Dumki,8602,150,180,210,,
Patuakhali,Galachipa(Dashmina),8640,150,180,210,,
Patuakhali,Kalapara (Kolapara),,150,180,210,,
Patuakhali,Mirjaganj,,150,180,210,,
Patuakhali,Patuakhali Sadar,8600,150,180,210,,
Perojpur,Bhandaria,8550,150,180,210,,
Perojpur,Kaukhali (Pirojpur),8510,150,180,210,,
Perojpur,Mothbaria,8560,150,180,210,,
Perojpur,Nesarabad (Shawrupkathi),8520,150,180,210,,
Perojpur,Nazirpur(Pirojpur),8540,150,180,210,,
Perojpur,Pirojpur Sadar,8500,150,180,210,,
Perojpur,Zia Nagar (Indurkani),8502,150,180,210,,
Bandarban,Ali Kadam (Bandarban),4650,150,180,210,,
Bandarban,Bandarban Sadar,4600,150,180,210,,
Bandarban,Lama (Bandarban),4641,150,180,210,,
Bandarban,Nakhoyngchari (Bandarban),4660,150,180,210,,
Bandarban,Rowangchhari (Bandarban),4610,150,180,210,,
Bandarban,Ruma (Bandarban),4620,150,180,210,,
Bandarban,Thanchi (Bandarban),4630,150,180,210,,
Brahmanbaria,Akhaura (Brahmanbaria),3450,150,180,210,,
Brahmanbaria,Ashuganj (Bhairab),3402,150,180,210,,
Brahmanbaria,Bancharampur (Nabinagar),3420,150,180,210,,
Brahmanbaria,Paikpara (Brahmanbaria Sadar),3400,150,180,210,,
Brahmanbaria,Kosba (Brahmanbaria),3460,150,180,210,,
Brahmanbaria,Nabinagar (Nabinagar Hub),3410,150,180,210,,
Brahmanbaria,Nasirnagar (Brahmanbaria),3440,150,180,210,,
Brahmanbaria,Sarail (Bhairab Hub),3430,150,180,210,,
Chandpur,Chandpur Sadar,3600,150,180,210,,
Chandpur,Faridganj,3650,150,180,210,,
Chandpur,Haimchar,3660,150,180,210,,
Chandpur,Hajiganj (Chandpur),3610,150,180,210,,
Chandpur,Kachua(Chandpur),3630,150,180,210,,
Chandpur,Matlab (South),3640,150,180,210,,
Chandpur,Matlab (North)(Chengarchar),3643,150,180,210,,
Chandpur,Shahrasti,3620,150,180,210,,
Chittagong,Anwara (Patiya),4376,150,180,210,,
Chittagong,Bashkhali (Satkania),4393,150,180,210,,
Chittagong,Boalkhali (Patiya),4366,150,180,210,,
Chittagong,Chandanaish (Satkania),4383,150,180,210,,
Chittagong,Fatikchari,4350,150,180,210,,
Chittagong,Hathazari,4330,150,180,210,,
Chittagong,Lohagara (Satkania),4396,150,180,210,,
Chittagong,Mirsarai (Chittagong),4320,150,180,210,,
Chittagong,Patiya (Chittagong),4370,150,180,210,,
Chittagong,Rangunia (Chittagong),4360,150,180,210,,
Chittagong,Raojan (Chittagong),4340,150,180,210,,
Chittagong,Sandwip (Guptachara),4300,150,180,210,,
Chittagong,Satkania,4386,150,180,210,,
Chittagong,Sitakundu (Chittagong),4310,150,180,210,,
Comilla,Barura - Comilla ,3560,150,180,210,,
Comilla,Brahmanpara - Comilla,3526,150,180,210,,
Comilla,Burichang - Comilla,3520,150,180,210,,
Comilla,Chandina - Comilla,3510,150,180,210,,
Comilla,Chowddagram (Comilla,3550,150,180,210,,
Comilla,Comilla Sadar - Comilla,3500,150,180,210,,
Comilla,Daudkandi,3516,150,180,210,,
Comilla,Nimshar-Comilla,3530,150,180,210,,
Comilla,Homna,3546,150,180,210,,
Comilla,Laksam,3570,150,180,210,,
Comilla,Meghna (Comilla),3515,150,180,210,,
Comilla,Muradnagar - Comilla,3540,150,180,210,,
Comilla,Nangolkot,3580,150,180,210,,
Comilla,Titas ( Comilla ),3500,150,180,210,,
Comilla,Monoharganj,3500,150,180,210,,
Comilla,Comilla Sadar South - Comilla,3500,150,180,210,,
Cox's Bazar,Chakoria (Cox's Bazar)),4720,150,180,210,,
Cox's Bazar,Kolatoli (Coxs Bazar),4700,150,180,210,,
Cox's Bazar,Kutubdia(Cox's Bazar),4720,150,180,210,,
Cox's Bazar,Moheshkhali(Cox's Bazar),4720,150,180,210,,
Cox's Bazar,Pekua (Cox's Bazar),4720,150,180,210,,
Cox's Bazar,Ramu (Coxs Bazar),4730,150,180,210,,
Cox's Bazar,Teknaf,4760,150,180,210,,
Cox's Bazar,Ukhia (Coxs Bazar),4750,150,180,210,,
Feni,Chagalnayya (Feni),3910,150,180,210,,
Feni,Daganbhuiyan (Feni),3920,150,180,210,,
Feni,Feni Sadar,3900,150,180,210,,
Feni,Parshuram (Feni),3940,150,180,210,,
Feni,Fulgazi (Feni),3942,150,180,210,,
Feni,Sonagazi (Feni),3930,150,180,210,,
Khagrachari,Dighinala (Khagrachari),4420,150,180,210,,
Khagrachari,Khagrachari Sadar,4400,150,180,210,,
Khagrachari,Laksmichari (Khagrachari),4470,150,180,210,,
Khagrachari,Mohalchari (Khagrachari),4430,150,180,210,,
Khagrachari,Manikchari (Khagrachari),4460,150,180,210,,
Khagrachari,Matiranga (Khagrachari),4450,150,180,210,,
Khagrachari,Panchari (Khagrachari),4410,150,180,210,,
Khagrachari,Ramgor,4440,150,180,210,,
Laksmipur,Laksmipur Sadar,3700,150,180,210,,
Laksmipur,Ramgati,3732,150,180,210,,
Laksmipur,Ramganj,3720,150,180,210,,
Laksmipur,Raipur (Lakshmipur),3710,150,180,210,,
Laksmipur,Kamalnagar,,150,180,210,,
Noakhali,Begumganj,3820,150,180,210,,
Noakhali,Chatkhil,3870,150,180,210,,
Noakhali,Companiganj (Noakhali),3850,150,180,210,,
Noakhali,Hatiya (Noakhali),3890,150,180,210,,
Noakhali,Maijdee (Noakhali),3800,150,180,210,,
Noakhali,Senbag,3860,150,180,210,,
Noakhali,Sonaimuri,3827,150,180,210,,
Noakhali,Subarnachar (Noakhali),,150,180,210,,
